pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
TOI-3364 b,TOI-3364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5.8768918,6.9e-06,-6.9e-06,0.0,0.0675,0.0011,-0.0016,0.0,12.229,0.426,-0.359,0.0,1.091,0.038,-0.032,0.0,530.77344,38.13941,-41.31769,0.0,1.67,0.12,-0.13,0.0,Mass,0.0,,,0.0,425.0,31.0,-27.0,0.0,1264.0,22.0,-21.0,0.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5706.0,95.0,-91.0,0.0,1.42,0.04,-0.03,0.0,1.19,0.06,-0.08,0.0,0.387,0.072,-0.081,0.0,[Fe/H],4.21,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h38m09.07s,144.5377709,-49d20m06.80s,-49.3352226,277.899,2.505,-2.461,11.875,0.024,-0.024,10.156,0.022,-0.022,9.783,0.019,-0.019,11.2945,0.000601,-0.000601,2023-02-27,2023-03,2023-02-27,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.06756415909624994,0.0013200801573007293,-0.0013854747806041068,10.225280822036943,0.3360394673103215,-0.3088748389410192,-20.13906603500414,2.488762711889539,-2.8023359536855175
TOI-3540 A b,TOI-3540 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.119999,7.9e-06,-7.9e-06,0.0,0.04289,0.00092,-0.00093,0.0,23.539,1.301,-1.301,0.0,2.1,,,0.0,375.03752,44.49598,-44.49598,0.0,1.18,0.14,-0.14,0.0,Mass,0.0,,,0.0,841.3,50.7,-48.5,0.0,1498.0,22.0,-22.0,0.0,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5810.0,79.0,-79.0,0.0,1.23,0.03,-0.03,0.0,1.08,0.07,-0.07,0.0,0.176,0.089,-0.089,0.0,[Fe/H],4.29,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h55m38.73s,328.9113712,+28d10m46.20s,28.1794996,,,,11.514,0.046,-0.046,10.237,0.021,-0.021,9.784,0.017,-0.017,11.4036,0.002504,-0.002504,2022-08-29,2022-08,2022-08-29,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.04285783044317502,0.0009180150626603364,-0.0008923483899388254,7.483445152539138,0.23714717849547817,-0.24912306971450793,-309.4452280419023,56.90636487381528,-69.97446901263197
TOI-3629 b,TOI-3629,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,3.936551,5e-06,-6e-06,0.0,0.043,0.002,-0.002,0.0,8.295,0.224,-0.224,0.0,0.74,0.02,-0.02,0.0,82.63539,6.35657,-6.35657,0.0,0.26,0.02,-0.02,0.0,Mass,0.05,0.05,-0.04,0.0,39.0,4.0,-4.0,0.0,690.0,20.0,-20.0,0.0,0.0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,M1,3870.0,90.0,-90.0,0.0,0.6,0.02,-0.01,0.0,0.63,0.02,-0.02,0.0,0.4,0.1,-0.1,0.0,[Fe/H],4.67,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m10.41s,359.7933851,+39d18m51.32s,39.3142556,130.091,0.548,-0.545,14.639,0.061,-0.061,11.424,0.027,-0.027,10.553,0.02,-0.02,13.8375,0.000472,-0.000472,2022-06-27,2022-01,2022-06-27,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,0.04182131590302671,0.00047672873322840426,-0.00042747844726957057,14.979700141221517,0.42997239872550175,-0.4172638930479664,80.93272831433697,9.883614283109864,-9.426414229153764
TOI-3688 A b,TOI-3688 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.246075,1.2e-05,-1.2e-05,0.0,0.0456,0.00089,-0.00098,0.0,13.081,0.538,-0.493,0.0,1.167,0.048,-0.044,0.0,311.47184,31.78284,-34.96112,0.0,0.98,0.1,-0.11,0.0,Mass,0.0,,,0.0,924.3,72.0,-66.1,0.0,1534.0,29.0,-28.0,0.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5950.0,100.0,-100.0,0.0,1.3,0.04,-0.04,0.0,1.2,0.07,-0.08,0.0,0.262,0.085,-0.086,0.0,[Fe/H],4.29,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m07.76s,39.2823371,+54d51m04.37s,54.8512152,396.378,6.03,-5.855,12.241,0.028,-0.028,11.129,0.026,-0.026,10.732,0.02,-0.02,12.3686,0.000185,-0.000185,2023-02-27,2023-03,2023-02-27,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.045598934262891716,0.0009516352576315543,-0.0009379575119966566,7.531490217680675,0.26683933947360394,-0.259224327869056,-38.09936095249938,5.566316498819468,-7.601548558336489
TOI-3693 b,TOI-3693,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,9.088516,2.6e-05,-2.7e-05,0.0,0.0813,0.0011,-0.0012,0.0,12.599,0.325,-0.258,0.0,1.124,0.029,-0.023,0.0,324.18498,76.27882,-69.92225,0.0,1.02,0.24,-0.22,0.0,Mass,0.0,0.048,-0.052,0.0,68.6,4.7,-4.1,0.0,801.0,13.0,-12.0,0.0,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5321.0,86.0,-82.0,0.0,0.79,0.02,-0.01,0.0,0.87,0.04,-0.04,0.0,0.071,0.079,-0.076,0.0,[Fe/H],4.58,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h02m37.05s,15.6543938,+51d18m14.01s,51.3038918,176.436,1.224,-1.208,11.948,0.018,-0.018,10.657,0.022,-0.022,10.151,0.02,-0.02,11.9579,0.000571,-0.000571,2022-08-29,2022-08,2022-08-29,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.08135834425204178,0.0012918848152557727,-0.0013154146494222252,22.125958378495774,0.5772445534699173,-0.5532767448583087,-57.94324375347455,12.04792691940122,-18.711420646092193
TOI-3714 b,TOI-3714,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,2.154849,1e-06,-1e-06,0.0,0.027,0.001,-0.001,0.0,11.321,0.336,-0.336,0.0,1.01,0.03,-0.03,0.0,222.47988,9.53485,-9.53485,0.0,0.7,0.03,-0.03,0.0,Mass,0.03,0.03,-0.02,0.0,54.0,4.0,-5.0,0.0,750.0,20.0,-20.0,0.0,0.0,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,M2,3660.0,90.0,-90.0,0.0,0.51,0.01,-0.01,0.0,0.53,0.02,-0.02,0.0,0.1,0.1,-0.1,0.0,[Fe/H],4.75,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h38m12.56s,69.5523415,+39d27m28.81s,39.4580035,112.71,0.586,-0.579,15.7,0.2,-0.2,11.736,0.02,-0.02,10.852,0.017,-0.017,14.3107,0.000499,-0.000499,2022-06-27,2022-01,2022-06-27,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,0.026401109382706386,0.00032090136934931,-0.0003346463956625176,11.111390191280744,0.275745900178185,-0.23327033256854612,-87.07113651329377,7.930454497894289,-9.103256488039221
TOI-3757 b,TOI-3757,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...81K/abstract target=ref>Kanodia et al. 2022</a>,3.438753,4e-06,-4e-06,0.0,0.03845,0.00043,-0.00043,0.0,12.0,0.4,-0.5,0.0,1.071,0.036,-0.045,0.0,85.3,8.8,-8.7,0.0,0.26838,0.02769,-0.02737,0.0,Mass,0.14,0.06,-0.06,0.0,55.4,3.8,-3.8,0.0,759.0,13.0,-13.0,0.0,0.0,<a refstr=KANODIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...81K/abstract target=ref>Kanodia et al. 2022</a>,M0 V,3913.0,56.0,-56.0,0.0,0.62,0.01,-0.01,0.0,0.64,0.02,-0.02,0.0,0.0,0.2,-0.2,0.0,[Fe/H],4.68,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m00.87s,91.0036423,+55d01m11.93s,55.0199793,181.139,1.194,-1.179,14.812,0.064,-0.064,12.0,0.029,-0.029,11.152,0.02,-0.02,14.1321,0.000442,-0.000442,2022-08-22,2022-09,2022-08-22,<a refstr=KANODIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...81K/abstract target=ref>Kanodia et al. 2022</a>,0.03842874912951044,0.00038624244054102225,-0.00041138775410178713,13.339627963751697,0.26140288658094946,-0.2690247056511783,-158.84484822632925,23.132287629101,-26.090655779557636
TOI-3785 b,TOI-3785,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,4.6747373,3.8e-06,-3.8e-06,0.0,0.043,0.001,-0.001,0.0,5.14,0.16,-0.16,0.0,0.459,0.014,-0.014,0.0,14.95,4.1,-3.92,0.0,0.04704,0.0129,-0.01233,0.0,Mass,0.11,0.1,-0.08,0.0,19.1,2.0,-2.0,0.0,582.0,16.0,-16.0,0.0,0.0,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,M2 V,3576.0,88.0,-88.0,0.0,0.5,0.01,-0.01,0.0,0.52,0.02,-0.02,0.0,0.099,0.117,-0.117,0.0,[Fe/H],4.75,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m36.05s,130.9002258,+63d04m41.08s,63.0780768,79.7634,0.2243,-0.223,14.595,0.101,-0.101,11.051,0.026,-0.026,10.165,0.022,-0.022,13.6559,0.00036,-0.00036,2023-07-21,2023-08,2023-07-21,<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,0.043998356302644204,0.0005540213308475456,-0.0005947977894747089,18.924228367131875,0.48667025865777447,-0.39874695658394543,150.62420253507452,56.84919449788393,-31.438107014207347
TOI-3819 b,TOI-3819,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.2443141,5.5e-06,-5.5e-06,0.0,0.04611,0.00069,-0.00096,0.0,13.137,0.404,-0.392,0.0,1.172,0.036,-0.035,0.0,352.78953,57.20911,-63.56568,0.0,1.11,0.18,-0.2,0.0,Mass,0.0,,,0.0,1186.0,61.0,-55.0,0.0,1633.0,21.0,-19.0,0.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5859.0,72.0,-71.0,0.0,1.54,0.04,-0.04,0.0,1.24,0.06,-0.08,0.0,0.273,0.084,-0.082,0.0,[Fe/H],4.16,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h07m27.18s,121.8632568,+29d23m19.12s,29.3886446,558.141,13.045,-12.473,12.542,0.057,-0.057,11.398,0.02,-0.02,11.077,0.017,-0.017,12.413,0.000226,-0.000226,2023-02-27,2023-03,2023-02-27,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.046056620277986085,0.000921032342094466,-0.0008581074897573843,6.427125108995707,0.2214989116099435,-0.19026492184317423,-23.1821769985979,3.9723979613069282,-5.768366345604331
TOI-3884 b,TOI-3884,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221010909A/abstract target=ref>Almenara et al. 2022</a>,4.5445697,9.4e-06,-9.4e-06,0.0,0.0354,0.0014,-0.0014,0.0,6.0,0.18,-0.18,0.0,0.535,0.016,-0.016,0.0,16.5,3.5,-1.8,0.0,0.05191,0.01101,-0.00566,0.0,Mass,0.32,,,1.0,7.42,0.77,-0.77,0.0,463.0,12.0,-12.0,0.0,0.0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221010909A/abstract target=ref>Almenara et al. 2022</a>,M4,3269.0,70.0,-70.0,0.0,0.3,0.01,-0.01,0.0,0.28,0.01,-0.01,0.0,0.23,0.12,-0.12,0.0,[Fe/H],4.92,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m17.24s,181.5718341,+12d30m25.29s,12.5070258,43.1448,0.169,-0.1678,15.744,0.008,-0.008,11.127,0.021,-0.021,10.24,0.017,-0.017,14.2747,0.000755,-0.000755,2022-10-31,2022-10,2022-10-31,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221010909A/abstract target=ref>Almenara et al. 2022</a>,0.03511242057262252,0.00041798272987166735,-0.00040457302880825274,25.15780570166934,0.9314120251071571,-0.8250932377733626,460.30294474736377,93.6261427950501,-72.62004040721888
TOI-3912 b,TOI-3912,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.4936264,3.8e-06,-3.8e-06,0.0,0.0463,0.0012,-0.001,0.0,14.28,0.46,-0.448,0.0,1.274,0.041,-0.04,0.0,129.03833,22.56582,-21.61233,0.0,0.406,0.071,-0.068,0.0,Mass,0.0,,,0.0,872.2,47.8,-46.3,0.0,1512.0,20.0,-20.0,0.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5725.0,69.0,-68.0,0.0,1.39,0.04,-0.03,0.0,1.09,0.09,-0.07,0.0,0.187,0.087,-0.09,0.0,[Fe/H],4.19,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h23m12.36s,215.8014956,+24d04m35.63s,24.0765639,465.992,6.586,-6.408,12.507,0.069,-0.069,11.27,0.021,-0.021,10.922,0.018,-0.018,12.3073,0.000247,-0.000247,2023-02-27,2023-03,2023-02-27,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.04639944274519461,0.0010296971999838658,-0.001119002592584989,7.156192267797428,0.24382846708450234,-0.22827105917911883,-97.53055720845819,17.070674582197427,-22.21902548976516
TOI-3976 A b,TOI-3976 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,6.607662,1.6e-05,-1.5e-05,0.0,0.0743,0.0013,-0.0014,0.0,12.274,0.404,-0.392,0.0,1.095,0.036,-0.035,0.0,55.61997,11.75965,-11.44182,0.0,0.175,0.037,-0.036,0.0,Mass,0.0,,,0.0,469.0,23.0,-20.0,0.0,1295.0,16.0,-14.0,0.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5975.0,70.0,-69.0,0.0,1.5,0.04,-0.04,0.0,1.25,0.07,-0.07,0.0,0.182,0.078,-0.079,0.0,[Fe/H],4.18,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h57m25.44s,224.3560083,+44d16m27.56s,44.2743223,516.087,5.917,-5.788,12.403,0.15,-0.15,11.238,0.021,-0.021,11.048,,,12.2192,0.000179,-0.000179,2023-02-27,2023-03,2023-02-27,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.07427181350332573,0.0012886280106439996,-0.001380844531057246,10.641790078433079,0.36676887185307727,-0.3225011188459206,-109.6303811072918,21.665624184236407,-31.612235956331304
TOI-3984 A b,TOI-3984 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,4.353326,5e-06,-5e-06,0.0,0.041,0.002,-0.001,0.0,7.9,0.24,-0.24,0.0,0.71,0.02,-0.02,0.0,44.0,8.7,-8.0,0.0,0.14,0.03,-0.03,0.0,Mass,0.23,,,1.0,16.7,1.8,-1.8,0.0,563.0,15.0,-15.0,0.0,0.0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M4+/-0.5,3476.0,88.0,-88.0,0.0,0.47,0.01,-0.01,0.0,0.49,0.02,-0.02,0.0,0.18,0.12,-0.12,0.0,[Fe/H],4.81,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h05m20.92s,226.3371468,+36d47m13.11s,36.7869747,108.883,0.433,-0.428,15.694,0.117,-0.117,11.934,0.019,-0.019,11.052,0.02,-0.02,14.6718,0.000438,-0.000438,2023-07-21,2023-07,2023-07-21,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,0.0411634365438158,0.0005496549555361399,-0.0005766038866906811,18.851783271817453,0.46738416269338856,-0.4688979849410799,135.71083335783715,37.20272342924741,-24.34983632473285
TOI-4010 b,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,1.348335,3e-06,-2e-06,0.0,0.0229,0.0002,-0.0002,0.0,3.02,0.08,-0.08,0.0,0.269,0.007,-0.007,0.0,11.0,1.29,-1.27,0.0,0.03461,0.00406,-0.004,0.0,Mass,0.03,0.03,-0.02,0.0,714.0,28.0,-26.0,0.0,1441.0,14.0,-13.0,0.0,0.0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,K V,4960.0,36.0,-36.0,0.0,0.83,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.649,0.027,-0.027,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,2023-06-27,2023-07,2023-06-27,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,0.02288970885658004,0.00023968536411909935,-0.0002660255570161099,5.929836615787128,0.09274934904187315,-0.0977591359629928,49.32291182544507,8.140335759186797,-6.499219710695122
TOI-4010 c,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,5.414654,7e-06,-7e-06,0.0,0.058,0.001,-0.001,0.0,5.93,0.11,-0.12,0.0,0.529,0.01,-0.011,0.0,20.31,2.13,-2.11,0.0,0.0639,0.0067,-0.00664,0.0,Mass,0.03,0.03,-0.02,0.0,112.0,4.0,-4.0,0.0,907.0,9.0,-8.0,0.0,0.0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,K V,4960.0,36.0,-36.0,0.0,0.83,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.649,0.027,-0.027,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,2023-06-27,2023-07,2023-06-27,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,0.0578372954583415,0.0006102726413870566,-0.0006443415162423055,14.976022923927417,0.2462242007446669,-0.23426967586645375,115.97155449402226,14.762805681103572,-13.228940895752203
