pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,CoRoT,Published Confirmed,0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,2.72474,0.00014,-0.00014,0.0,0.0417,0.0011,-0.0011,0.0,14.572,1.569,-1.569,0.0,1.3,0.14,-0.14,0.0,718.2958,98.5273,-98.5273,0.0,2.26,0.31,-0.31,0.0,Mass,0.0,,,0.0,2930.6082002356598,,,,2047.8543282550756,,,,0.0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,F8 IV,6200.0,100.0,-100.0,0.0,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.7,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.058,0.435,-0.435,14.34,0.041,-0.041,13.813,0.054,-0.054,15.8558,0.001968,-0.001968,2018-12-03,2012-09,2018-12-06,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,0.041549895315690095,0.0009526146899050056,-0.0009667905589862344,4.560615671734585,0.5454772529845293,-0.45567399853688073,-3.1336653085367177,1.0210524533817695,-1.553534879434837
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,12.2,14.0,-8.8,0.0,0.038,0.044,-0.028,0.0,Mass,0.077,0.3,-0.042,0.0,171.2070674171772,,,,885.0,53.0,-280.0,0.0,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,5939.0,54.0,-120.0,0.0,1.14,0.04,-0.09,0.0,1.1,0.05,-0.05,0.0,0.17,0.07,-0.12,0.0,[Fe/H],4.36,0.07,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,11.187,-10.808,13.82,0.114,-0.114,12.414,0.027,-0.027,11.988,0.026,-0.026,13.7305,0.000304,-0.000304,2014-08-21,2014-08,2014-08-21,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,0.09220819361936097,0.0012928556158768728,-0.001464727360997009,17.42180064117961,1.117900979823677,-0.9563174553173859,23.80754040818135,30.412146189899378,-10.354797958635986
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,0.0,11.77,1.46,-1.46,0.0,1.05,0.13,-0.13,0.0,889.9,95.3,-95.3,0.0,2.8,0.3,-0.3,0.0,Mass,0.16,0.02,-0.02,0.0,1212.9849189906117,,,,1660.0,,,0.0,0.0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,45.47,-41.94,15.675,0.206,-0.206,12.944,0.026,-0.026,12.364,0.032,-0.032,15.0681,0.000409,-0.000409,2014-05-14,2012-01,2014-05-14,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,0.04823128838868175,0.0011040519328161594,-0.001115853924547841,6.469059368105663,0.7684803116893164,-0.7109821429797858,-2.9779099170946903,1.0378487889027803,-1.5984675256443603
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,5.7,,,1.0,0.018,,,1.0,Mass,0.0,,,0.0,126.2579568050269,,,,1070.0,140.0,-140.0,0.0,0.0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,13.595,0.024,-0.024,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2018-06-06,2014-07,2018-05-31,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,0.05627222980046703,0.0017803914547359911,-0.001959567956637022,14.076527931800456,1.6499111053304922,-1.5652078059501395,,,
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,28.0,11.0,-11.0,0.0,0.088,0.035,-0.035,0.0,Mass,0.0,,,0.0,41.59533177015923,,,,850.0,80.0,-80.0,0.0,0.0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,13.595,0.024,-0.024,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2014-06-11,2014-07,2014-06-11,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,0.09817566216688262,0.0031035150986195997,-0.0033213801000879645,24.579105028563525,3.037842036266401,-2.5344473095827524,9.519542820242123,8.224312307692916,-3.8078575998611086
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,165.26,15.89,-15.89,0.0,0.52,0.05,-0.05,0.0,Mass,0.0,,,0.0,1023.839253487359,,,,1600.0,80.0,-70.0,0.0,0.0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,,,15.861,0.195,-0.195,13.813,0.027,-0.027,13.261,0.034,-0.034,15.4682,0.001683,-0.001683,2014-05-14,2013-07,2014-05-14,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,0.05245869617149535,0.0008980866342072694,-0.000894692510957043,6.265437785615818,0.5428970261193875,-0.4120793152219804,-14.424281543925108,3.728125111564415,-4.5464686942844175
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,3.57532,6e-05,-6e-05,0.0,0.0476,0.0066,-0.0066,0.0,11.287,0.493,-0.493,0.0,1.007,0.044,-0.044,0.0,3302.11,174.8,-174.8,0.0,10.39,0.55,-0.55,0.0,Mass,0.065,,,1.0,588.6508970857199,,,,1500.0,130.0,-130.0,0.0,0.0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,G2,5900.0,120.0,-120.0,0.0,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.1,0.1,-0.1,0.0,[M/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,69.26,-61.036,15.774,0.103,-0.103,13.571,0.027,-0.027,12.985,0.033,-0.033,15.3902,0.000615,-0.000615,2014-05-14,2014-02,2014-05-14,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,0.046473917365600616,0.0014905342234875496,-0.0016601546295003655,9.209216661250151,1.2159657249974813,-0.9292712470927125,-0.981448281592963,0.18935972832459247,-0.2611520837983534
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,5.20851,0.00038,-0.00038,0.0,0.0603,0.005,-0.005,0.0,10.705,0.74,-0.74,0.0,0.955,0.066,-0.066,0.0,153.82972,27.65121,-27.65121,0.0,0.484,0.087,-0.087,0.0,Mass,0.047,0.055,-0.038,0.0,576.8350990365009,,,,1364.0256583998869,,,,0.0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,G8/9 IV,5150.0,100.0,-100.0,0.0,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.15,0.1,-0.1,0.0,[Fe/H],3.6,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,14.685,-14.152,13.783,0.069,-0.069,11.601,0.023,-0.023,11.032,0.025,-0.025,13.4119,0.000393,-0.000393,2015-04-16,2015-07,2015-04-16,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,0.058967309835919426,0.0026562180663276327,-0.002772201300689371,7.143468150032959,0.5720532200614432,-0.583052123927283,-16.498992529846454,4.122710435217286,-5.872975091255178
CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,4.2568,5e-06,-5e-06,0.0,,,,,11.32,0.78,-0.78,0.0,1.01,0.07,-0.07,0.0,6883.91,317.8,-317.8,0.0,21.66,1.0,-1.0,0.0,Mass,0.0,,,0.0,1388.1799048613566,,,,1698.912683193329,,,,0.0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,F3 V,6740.0,140.0,-140.0,0.0,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0,-0.02,,,,,4.22,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,30.791,-28.545,13.448,0.069,-0.069,11.936,0.03,-0.03,11.618,0.034,-0.034,13.2188,0.000298,-0.000298,2014-05-14,2008-12,2014-05-14,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,0.05707407759897151,0.0012377097070552581,-0.0013230215560871908,7.839249967877571,0.5472500652574297,-0.4481856037853893,-0.5953456556393871,0.111849900458872,-0.15219086636807055
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005,0.00024,-0.00024,0.0,0.0844,0.0012,-0.0012,0.0,11.31,0.852,-0.852,0.0,1.009,0.076,-0.076,0.0,921.707,69.9226,-69.9226,0.0,2.9,0.22,-0.22,0.0,Mass,0.007,0.031,-0.031,0.0,106.52055224515786,,,,894.1656303418945,,,,0.0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G3 V,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,48.57,-44.467,15.571,0.126,-0.126,14.019,0.029,-0.029,13.562,0.045,-0.045,15.413,0.000666,-0.000666,2020-04-10,2020-03,2020-04-16,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,0.08447312134777252,0.0011235123536759428,-0.0010913058262546627,19.98191902358149,1.298620599845826,-1.311097543951302,-2.6530995928569086,0.6220921656596654,-0.862878452113951
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748,8e-05,-8e-05,0.0,0.0429,0.00092,-0.00092,0.0,18.831,1.233,-1.233,0.0,1.68,0.11,-0.11,0.0,349.61125,117.59651,-117.59651,0.0,1.1,0.37,-0.37,0.0,Mass,0.0,,,0.0,2223.75703684157,,,,1747.0,62.0,-62.0,0.0,1.0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F6 V,6390.0,130.0,-130.0,0.0,1.65,0.1,-0.11,0.0,1.01,0.07,-0.06,0.0,-0.5,0.1,-0.1,0.0,[Fe/H],4.01,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21,55.9,-50.92,15.635,0.229,-0.229,13.43,0.028,-0.028,12.935,0.029,-0.029,15.2625,0.000514,-0.000514,2022-08-01,2022-07,2022-08-01,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,0.042862476678832376,0.0008988655333748222,-0.000946652854232434,5.602669833936842,0.3857087990545818,-0.3392018977660829,-28.56113962137493,8.836868621741399,-17.533830679479866
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,5.616531,2.3e-05,-2.3e-05,0.0,0.066,0.007,-0.007,0.0,15.805,1.569,-1.569,0.0,1.41,0.14,-0.14,0.0,216.12332,149.37935,-136.66622,1.0,0.68,0.47,-0.43,1.0,Mass,0.0,,,0.0,928.0163078606379,,,,1567.0,35.0,-35.0,0.0,0.0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F3 V,6730.0,140.0,-140.0,0.0,1.52,0.2,-0.1,0.0,1.32,0.09,-0.09,0.0,-0.1,0.1,-0.1,0.0,[Fe/H],4.16,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.958,27.796,-26.247,13.126,0.069,-0.069,11.859,0.026,-0.026,11.592,0.021,-0.021,12.9515,0.00065,-0.00065,2022-08-01,2022-07,2022-08-01,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,0.06777601968235583,0.0014449767073401731,-0.0016201807781803385,9.561594575458038,1.1042747616957485,-0.8374219105413285,-50.579127851944385,23.621159610343145,-62.06081618268458
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,9.20205,0.00037,-0.00037,0.0,0.09,0.001,-0.001,0.0,13.34,0.67,-0.56,0.0,1.19,0.06,-0.05,0.0,228.83,25.43,-25.43,0.0,0.72,0.08,-0.08,0.0,Mass,0.0,0.1,-0.1,0.0,222.05704265460994,,,,1074.0,19.0,-19.0,0.0,0.0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,,6190.0,60.0,-60.0,0.0,1.17,0.01,-0.03,0.0,1.16,0.03,-0.02,0.0,0.05,,,,,4.41,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,15.181,-14.582,13.652,0.092,-0.092,12.619,0.026,-0.026,12.288,0.03,-0.03,13.5613,0.000354,-0.000354,2014-05-14,2008-09,2014-05-14,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,0.09032025241473247,0.0006565521047459666,-0.000616952781280905,16.595396070203847,0.32532798839411114,-0.2883141280246626,-24.427879471840203,4.196648412668633,-4.746343772713857
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.0378962,1.9e-06,-1.9e-06,0.0,0.04947,0.00026,-0.00029,0.0,15.558,0.516,-0.527,0.0,1.388,0.046,-0.047,0.0,148.42,14.937,-7.628,0.0,0.467,0.047,-0.024,0.0,Mass,0.09,0.09,-0.04,0.0,717.278926996062,,,,1438.0,39.0,-39.0,0.0,0.0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,F9 V,6100.0,65.0,-65.0,0.0,1.19,0.04,-0.04,0.0,1.0,0.02,-0.02,0.0,-0.25,0.06,-0.06,0.0,[M/H],4.19,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,25.62,-25.62,14.043,0.149,-0.149,12.871,0.024,-0.024,12.546,0.026,-0.026,13.9021,0.000418,-0.000418,2014-05-14,2009-10,2014-05-14,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,0.04961147244692209,0.00031378478269728644,-0.0003236300995655486,8.950086825946604,0.3202336887787247,-0.2764163316262689,-68.77583045521475,8.44912130236689,-10.145024423877672
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,8.886593,4e-06,-4e-06,0.0,0.0855,0.0015,-0.0015,0.0,13.068,0.392,-0.392,0.0,1.166,0.035,-0.035,0.0,940.74,108.06,-108.06,0.0,2.96,0.34,-0.34,0.0,Mass,0.1,,,1.0,177.02907664752007,,,,1017.0,19.0,-19.0,0.0,0.0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,F9 V,6090.0,70.0,-70.0,0.0,1.02,0.03,-0.03,0.0,1.05,0.05,-0.05,0.0,-0.2,0.1,-0.1,0.0,[Fe/H],4.43,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,12.453,-11.997,13.961,0.069,-0.069,12.518,0.024,-0.024,12.119,0.024,-0.024,13.7459,0.000496,-0.000496,2014-05-14,2010-03,2014-05-14,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,0.08525045203844128,0.0013182662093712272,-0.0012922997294530086,17.983669897394723,0.6208460109122989,-0.6289356800776069,-7.284588001246146,1.0314448924706001,-1.2649212996813617
CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.85359163,1e-08,-1e-08,0.0,,,,,1.681,0.112,-0.112,0.0,0.15,0.01,-0.01,0.0,4.07661,1.01982,-1.01982,0.0,0.01283,0.00321,-0.00321,0.0,Mass,0.0,,,0.0,1768.6895842710608,,,,1804.9805433271765,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5275.0,75.0,-75.0,0.0,0.83,0.04,-0.04,0.0,0.82,0.17,-0.17,0.0,0.05,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,0.917,-0.906,11.728,0.027,-0.027,10.301,0.024,-0.024,9.806,0.021,-0.021,11.5239,0.000462,-0.000462,2020-11-13,2017-03,2020-11-19,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.016403565855462078,0.0011130850769236825,-0.0012457231222323551,4.245154771517152,0.3748822761590267,-0.3339938021494864,34.36741215374249,15.49748762848138,-9.737487870850178
